S.No.,Name,CMP Rs.,TruFace Rs.,Mar Cap Rs.Cr. ,Sales Rs.Cr.,spe %,NP 12M Rs.Cr.,EPS 12M Rs.,P/E,Div Yld %,CMP / BV,Vol 1d,Face value Rs.,B.V. Rs.,QoQ Profits %,No. Eq. Shares Cr.,Debt / Eq
2748,Bright Brothers,212.45,21.25,120.67,262.44,0.46,-1.05,-1.85,,0.47,1.78,13379,10,119.1,1222.73,0.57,0.61
2749,Cadsys (India),160.65,16.07,120.53,215.11,0.56,13.87,10.73,15.28,0.00,2.11,6500,10,76.2,-9.08,0.75,1.46
2750,Shri Gang Indus,67.15,6.72,120.40,272.28,0.44,9.85,5.49,14.58,0.00,,5546,10,-16.7,106.14,1.79,
2751,National Fitting,132.5,13.25,120.35,74.25,1.62,11.95,13.16,22.20,1.13,2.03,1940,10,65.34,260.94,0.91,0.26
2752,Shanti Spintex,71.2,7.12,120.24,505.83,0.24,13.02,7.71,9.24,0.00,1.39,18000,10,51.26,48.47,1.69,0.26
2753,Orissa Bengal,57.03,5.7,120.24,332.8,0.36,3.69,1.75,32.59,0.00,,133410,10,,153.13,2.11,
2754,Teamo Production,1.39,1.39,119.71,478.71,0.25,5.41,0.06,22.13,0.00,1.13,4123346,1,1.23,-57.64,86.12,0.00
2755,Samrat Pharma,387.3,38.73,119.68,304.91,0.39,3.62,11.72,33.06,0.26,1.84,21262,10,210.38,47.86,0.31,0.13
2756,Guj.Nat.Resour.,14.85,1.49,119.17,27.67,4.31,-4.28,-0.53,,0.00,1.09,44567,10,13.59,128.88,8.03,0.37
2757,Narbada Gems,56.24,5.62,118.99,84.48,1.41,5.1,2.41,23.33,0.00,2.40,2121,10,23.46,209.40,2.12,0.49
2758,G G Automotive,142.7,14.27,118.89,98.66,1.20,4.85,5.91,24.51,0.00,3.75,10963,10,38.1,0.00,0.83,0.86
2759,Ishan Dyes & Ch.,56.62,5.66,118.72,97.6,1.22,2.77,1.32,41.22,0.00,1.15,216283,10,49.03,-76.09,2.1,0.58
2760,Paras Petrofils,3.55,3.55,118.65,0,,-0.36,-0.01,,0.00,5.86,121232,1,0.61,118.18,33.42,0.00
2761,Avro India,117.55,11.76,118.58,87.39,1.36,3.68,3.65,32.22,0.00,4.11,154113,10,28.62,-25.00,1.01,0.54
2762,Ludlow Jute,110.07,11.01,118.55,427.56,0.28,-17.33,-16.09,,1.36,0.72,96181,10,153.3,-28.55,1.08,0.73
2763,Aztec Fluids,87,8.7,118.32,67.68,1.75,6.13,6.13,19.30,0.00,,16000,10,,,1.36,0.34
2764,KKalpana Inds.,12.54,6.27,117.97,58.69,2.01,0.41,0.04,98.31,0.00,3.28,22832,2,3.82,-68.60,9.41,1.23
2765,Suvidhaa Info.,5.61,5.61,117.70,10.01,11.76,-15.58,-0.75,,0.00,2.14,197726,1,2.62,-15.16,20.98,0.00
2766,Times Guaranty,130.66,13.07,117.46,3.29,35.74,1.86,2.07,63.15,0.00,2.59,12179,10,50.52,43.59,0.9,0.00
2767,Kemp & Co.,1085,108.5,117.18,2.9,41.16,-0.4,-3.7,,1.11,0.55,15,10,1960.75,-259.09,0.11,0.00
2768,Maruti Interior,77.5,7.75,117.03,37.71,3.10,3.43,2.27,34.12,0.32,3.79,2000,10,20.46,-54.66,1.51,0.19
2769,Kothari Ferment.,77.85,7.79,116.78,109.62,1.07,-1.12,-0.75,,0.00,2.09,8216,10,37.27,26.44,1.5,0.84
2770,Tilak Ventures,5.23,5.23,116.55,12.09,9.64,6.08,0.27,19.17,0.00,1.50,320589,1,3.5,-25.96,22.28,0.03
2771,Arshiya,4.42,2.21,116.46,147.38,0.79,-303.65,-11.52,,0.00,42.50,483091,2,0.1,-10.77,26.35,371.24
2772,Transcorp Intl.,36.52,18.26,116.34,1901.13,0.06,9.86,3.1,11.80,0.82,2.04,3249,2,17.95,462.94,3.19,0.36
2773,Ahasolar Technol,376.95,37.7,116.19,42.04,2.78,0.04,0.13,2904.75,0.00,7.39,12000,10,51,205.19,0.31,0.00
2774,South. Magnesium,386.85,38.69,116.06,14.04,8.27,4.63,15.43,25.07,0.00,11.94,1487,10,32.4,134.21,0.3,0.25
2775,Veekayem Fash.,197.4,19.74,115.99,243.82,0.48,4.03,6.86,28.78,0.00,2.81,500,10,70.22,60.00,0.59,2.32
2776,Flomic Global,63.73,6.37,115.79,374.74,0.31,0.67,0.37,172.82,0.00,2.67,4515,10,23.87,-131.84,1.82,2.61
2777,Modern Dairies,49.63,4.96,115.74,372.39,0.31,36.06,15.46,6.91,0.00,,41766,10,-26.47,-39.12,2.33,
2778,Alfred Herbert,1500,150,115.50,1.7,70.59,0.25,3.24,462.00,0.27,0.96,27,10,1563.78,-1750.00,0.08,0.00
2779,SecureKloud Tech,34.5,6.9,115.27,288.74,0.40,-94.07,-10.58,,0.00,,164096,5,-1.8,71.30,3.34,5.09
2780,Advik Capital,2.69,2.69,115.17,914.68,0.13,8,0.19,14.41,0.00,1.02,2160150,1,2.63,347.37,42.82,0.70
2781,Ajooni Biotech,6.68,3.34,115.06,84.77,1.36,2.22,0.13,51.83,0.00,2.74,1245831,2,2.44,-48.35,17.22,0.05
2782,Asit C Mehta Fin,139.2,13.92,114.78,48.06,2.38,-8.65,-10.3,,0.00,3.93,971,10,35.39,-2842.86,0.82,3.18
2783,Holmarc Opto,114,11.4,114.57,33.46,3.41,3.43,3.41,33.40,0.35,4.81,1500,10,23.71,123.58,1,0.00
2784,Jhandewala Foods,111.55,11.16,114.45,26.3,4.37,24.22,23.61,19.97,0.00,,12000,10,-5.22,7653.33,1.03,
2785,Resonance Speci.,99.15,9.92,114.42,59.14,1.93,2.68,2.32,36.67,1.01,1.99,3635,10,49.8,-11.94,1.15,0.07
2786,Akar Auto Indust,106,21.2,114.35,378.98,0.30,5.88,5.45,19.45,0.47,2.57,12766,5,41.22,60.42,1.08,1.76
2787,Shri Krishna,40.84,4.08,114.35,25.59,4.47,4.36,1.56,26.23,0.00,1.40,1658,10,29.16,-1.52,2.8,0.62
2788,Aditya Consumer,78.11,7.81,114.31,93.37,1.22,-3.07,-2.1,95.26,0.00,4.66,3000,10,16.76,-2118.75,1.46,0.26
2789,Retina Paints,82,8.2,114.31,11.66,9.78,0.74,0.53,154.47,0.00,5.17,8000,10,15.85,234.42,1.39,0.29
2790,Debock Industrie,7.01,0.7,114.08,98.26,1.16,8.07,0.5,28.66,0.00,0.53,453870,10,13.2,-137.50,16.27,0.00
2791,Durlax Top,68.6,6.86,114.07,90.75,1.25,5.05,4.06,22.59,0.00,,18000,10,,,1.66,2.78
2792,Fortis Malar,60.67,6.07,113.71,41.25,2.75,48.2,25.72,,70.05,1.04,27546,10,58.41,-100.11,1.87,0.00
2793,CNI Research,9.9,9.9,113.66,11.2,10.15,0.44,0.04,258.32,0.00,7.62,45523,1,1.3,-18.52,11.48,0.00
2794,Sattrix,167.05,16.71,113.59,36.59,3.10,4,4000,28.40,0.00,,11000,10,,,0.68,0.16
2795,Parnax Lab,98.8,9.88,113.48,190.09,0.60,10.28,8.94,11.05,0.00,1.59,2158,10,62.32,78.13,1.15,1.13
2796,Damodar Indust.,48.66,9.73,113.38,635.61,0.18,2.48,1.06,45.72,0.00,0.95,42450,5,51.44,-149.51,2.33,2.22
2797,Polychem,2823.95,282.4,112.96,36.34,3.11,6.58,162.87,17.17,1.06,3.58,84,10,789.11,-10.20,0.04,0.04
2798,Vasundhara Rasy.,355.3,35.53,112.92,36.32,3.13,5.76,18.12,19.60,0.56,3.54,2293,10,100.5,-59.62,0.32,0.06
2799,GACM Tech,1.32,1.32,112.89,6.97,12.89,1.23,0.02,91.78,0.00,12.80,44870504,1,0.1,9.38,68.06,1.12
2800,Grob Tea Co,969.75,96.98,112.72,102.96,1.13,2.79,24,40.40,0.21,1.43,1229,10,676.85,136.65,0.12,0.12
2801,Source Natural,175.05,17.51,112.68,29.88,3.75,1.88,2.92,59.62,0.00,5.79,6373,10,30.23,31.25,0.64,0.00
2802,D & H India,137.45,13.75,112.54,169.05,0.67,2.88,3.52,39.08,0.00,2.70,3265,10,50.98,43.64,0.82,1.07
2803,Promax Power,44.99,4.5,112.48,60.26,1.87,1.37,0.55,82.10,0.00,4.06,32500,10,11.08,111.36,2.5,0.47
2804,Mercury Labs,937.15,93.72,112.46,73.92,1.52,5,41.67,22.49,0.37,2.21,320,10,423.67,-82.20,0.12,0.11
2805,Yogi Ltd,51.31,5.13,112.38,0,,-0.28,-0.17,,0.00,2.24,2216,10,22.89,-214.29,2.19,0.35
2806,Jasch Industries,165.3,16.53,112.37,187.41,0.60,11.16,13.44,10.06,0.00,1.99,98245,10,83.06,146.75,0.68,0.23
2807,Blue Pebble,275.1,27.51,112.24,22.06,5.11,3.75,12.5,29.93,0.00,,12800,10,,,0.41,0.00
2808,Soma Textiles,33.94,3.39,112.11,6.05,18.51,21.9,6.63,48.53,0.00,1.27,25969,10,26.8,-93.78,3.3,0.02
2809,Picturepost,38.2,38.2,111.93,21.98,5.09,2.92,1.36,38.33,0.00,,216000,1,,,2.93,0.79
2810,Latteys Industri,19.33,9.67,111.14,65.25,1.70,1.1,0.19,101.04,0.00,6.03,46195,2,3.21,26.67,5.75,0.92
2811,Palred Technolog,90.8,9.08,111.07,102.25,1.08,-5.92,-3.29,,0.00,1.97,3025,10,46.01,-91.43,1.22,1.18
2812,Anjani Foods,39.7,19.85,110.96,47.33,2.34,1.53,0.55,72.52,0.00,7.57,6015,2,5.24,-28.57,2.79,0.56
2813,Super Tannery,10.27,10.27,110.89,245.63,0.45,6.74,0.64,16.45,0.49,1.14,182038,1,9,5.37,10.8,0.81
2814,Dhanashree Elect,77.99,7.8,110.67,81.47,1.36,3.77,2.66,29.36,0.00,2.88,3680,10,27.1,-78.89,1.42,1.63
2815,KG Petrochem,212,21.2,110.66,314.78,0.35,3.88,7.43,28.52,0.00,0.63,601,10,337,124.14,0.52,0.69
2816,Arnold Holdings,46.5,4.65,110.55,235.97,0.47,12.96,5.29,8.53,0.00,2.01,10007,10,23.11,-26.05,2.38,1.09
2817,Raaj Medisafe,101,10.1,110.47,43.64,2.52,3.67,3.36,30.10,0.00,12.03,100,10,8.39,38.57,1.09,1.74
2818,Excel Realty,0.78,0.78,110.03,2.42,45.47,1.36,0.01,80.90,0.00,0.64,7339370,1,1.22,223.53,141.07,0.00
2819,A K Spintex,218,21.8,109.69,111.18,0.98,7.01,13.93,15.65,0.00,2.81,1632,10,77.45,-76.67,0.5,0.18
2820,Acme Resources,42.6,4.26,109.67,10.6,10.33,1.15,0.45,95.37,0.00,0.86,344,10,49.44,162.50,2.57,0.09
2821,Mehai Technology,50.26,5.03,109.62,16.1,6.81,0.66,0.44,166.09,0.00,2.31,71548,10,21.76,275.00,2.18,0.09
2822,United Cotfab,63.51,6.35,109.17,115.29,0.95,8.67,7.22,12.59,0.00,,34000,10,,,1.72,3.42
2823,Sati Poly,219.5,21.95,108.59,179.34,0.60,3.29,9.11,34.26,0.00,,8000,10,,147.50,0.49,1.82
2824,Constronics,86.65,8.67,108.56,3.48,31.12,0.64,0.92,169.62,0.00,64.40,1337,10,1.35,-109.38,1.25,5.70
2825,Gokak Textiles,166.95,16.7,108.52,114.29,0.95,-14.17,-17.28,,0.00,,763,10,-36.08,18.97,0.65,
2826,Auro Labs.,174.05,17.41,108.43,49.17,2.19,7.77,12.47,13.95,0.00,2.59,5915,10,67.32,-67.67,0.62,0.63
2827,Mohini Health,59.35,5.94,108.23,199.61,0.54,10.75,5.89,10.07,0.00,1.08,31500,10,55.08,8.53,1.82,0.22
2828,Marco Cables,57.5,5.75,107.52,71.65,1.50,3.04,1.63,35.37,0.00,3.99,33000,10,14.43,125.81,1.87,1.48
2829,Astron Paper,23.04,2.3,107.14,290.55,0.37,-15.82,-3.4,,0.00,0.70,63722,10,32.72,-78.71,4.65,0.53
2830,Chowgule Steam,29.5,2.95,107.11,4.2,25.50,3.03,0.83,35.35,0.00,2.48,5626,10,11.91,-3.77,3.63,0.00
2831,Shetron,119,11.9,107.10,225.68,0.47,6.04,6.71,17.73,0.84,1.90,2114,10,62.69,36.61,0.9,1.07
2832,Kesar Terminals,97.8,19.56,106.86,31.64,3.37,-55.84,-51.11,,0.00,,3815,5,-88.29,12.54,1.09,
2833,McNally Bharat,5.05,0.51,106.84,153.3,0.70,-866.6,-40.96,,0.00,,453477,10,-198.86,12.50,21.16,
2834,Freshtrop Fruits,133.8,13.38,106.64,108.7,0.98,63.37,68.04,,0.00,0.93,4129,10,143.44,7904.76,0.8,0.04
2835,Som Datt Finance,106.5,10.65,106.61,16.67,6.39,12.46,12.45,8.56,0.00,3.01,4110,10,35.42,15.33,1,0.00
2836,Ganga Papers,98.72,9.87,106.52,249.07,0.43,1.48,1.37,71.97,0.00,3.66,116,10,26.98,-47.46,1.08,1.27
2837,Swashthik,60.52,6.05,106.30,126.27,0.84,7.53,4.29,14.12,0.00,1.66,3200,10,36.42,-45.70,1.76,0.84
2838,Tokyo Plast Intl,111.64,11.16,106.06,69.59,1.52,1.33,1.4,79.74,0.00,1.76,4140,10,63.31,733.33,0.95,0.32
2839,Creative Casting,815.8,81.58,106.05,54.41,1.95,4.95,38.08,21.42,1.23,2.72,370,10,299.92,-48.37,0.13,0.00
2840,Dangee Dums,6.88,6.88,105.93,25.11,4.22,-1.17,-0.08,,0.00,6.50,139552,1,1.06,70.79,15.4,1.27
2841,Baroda Extrusion,7.08,7.08,105.53,127.73,0.83,-0.89,-0.06,,0.00,,820405,1,-2.65,110.22,14.9,
2842,MKP Mobility,308.35,30.84,105.18,26.38,3.97,1.4,4.1,75.13,0.00,16.69,11,10,18.47,10.17,0.34,0.02
2843,Kaizen Agro,20.41,2.04,104.94,31.26,3.36,0.42,0.21,249.86,0.00,0.91,18556,10,22.36,-245.45,5.14,0.00
2844,Mayank Cattle Fo,194,19.4,104.76,290.3,0.36,3.03,5.61,34.57,0.00,3.89,6000,10,49.81,88.24,0.54,1.31
2845,Inter Globe Fin,153.15,15.32,104.45,245.96,0.42,8.51,12.47,12.27,0.00,1.07,2860,10,142.8,-73.22,0.68,0.04
2846,Rachana Infra.,55.95,5.6,104.09,91.48,1.14,3.63,1.95,28.67,0.00,1.11,24300,10,50.42,241.18,1.86,0.16
2847,21st Cent. Mgmt.,99.05,9.91,104.00,146.13,0.71,59.4,56.57,1.75,2.52,1.95,75547,10,50.73,47.11,1.05,0.00
2848,Simm. Marshall,92.82,46.41,103.96,193.17,0.54,4.94,4.41,31.41,0.00,2.90,60557,2,32.05,87.69,1.12,2.35
2849,Shristi Infra,46.78,4.68,103.85,85.08,1.22,-32.6,-14.73,,0.00,,2055,10,-51.04,-152.15,2.22,
2850,Everest Organics,129.7,12.97,103.76,187.03,0.55,-5.98,-7.47,,0.00,2.61,10757,10,49.69,-10250.00,0.8,1.44
2851,Everlon Fin.,167,16.7,103.54,13.19,7.85,9.03,14.56,11.47,0.00,5.32,26,10,31.37,-46.92,0.62,0.00
2852,Hind.Appliances,103.06,10.31,103.33,0,,0.16,0.16,645.81,0.00,7.15,150,10,14.42,0.00,1,2.48
2853,Shilp Gravures,167.55,16.76,103.04,80,1.28,11.3,18.37,9.12,1.25,1.05,6629,10,159.18,189.39,0.61,0.03
2854,Trescon,14.2,1.42,102.93,0,,1.42,0.2,72.49,0.00,,360220,10,,-745.45,7.25,
2855,HB Stockholdings,143.99,14.4,102.78,44.01,2.32,34.23,47.96,3.00,1.04,1.00,22191,10,144.46,48.28,0.71,0.01
2856,Biofil Chemicals,62.97,6.3,102.45,46.04,2.23,0.63,0.39,162.62,0.00,5.63,26636,10,11.18,-32.00,1.63,0.02
2857,Secmark Consult.,98.58,9.86,102.35,25.92,3.96,0.5,0.48,204.70,0.00,6.38,1812,10,15.45,-91.30,1.04,0.69
2858,HEC Infra Proj.,100.85,10.09,102.24,78.56,1.30,5.52,5.44,18.52,0.00,2.93,8859,10,34.38,223.08,1.01,0.87
2859,Haryana Capfin,195.7,19.57,101.96,4.45,22.87,2.87,5.51,35.53,0.00,0.25,182,10,769,58.33,0.52,0.00
2860,Moksh Ornaments,18.93,9.47,101.58,453.92,0.22,6.96,1.3,14.59,0.00,1.77,222204,2,10.67,56.64,5.37,0.86
2861,TPI India,23.62,23.62,101.48,24.78,4.10,-1.59,-0.37,,0.00,,5849,1,-3.39,27.59,4.3,
2862,Capfin India,353.55,35.36,101.28,0.31,330.74,-0.49,-1.71,,0.00,39.10,17,10,9.04,102.56,0.29,0.00
2863,SKP Securities,148.3,14.83,100.97,34.9,2.89,11.01,16.17,9.17,0.67,2.41,1902,10,61.45,12.63,0.68,0.00
2864,Auto Pins (I),176.9,17.69,100.96,61.42,1.64,0.77,1.35,131.12,0.00,12.24,7,10,14.46,200.00,0.57,0.47
2865,Alstone Textiles,0.79,0.79,100.71,2.79,36.10,6,0.05,16.78,0.00,0.66,12096359,1,1.2,189.77,127.48,3.27
2866,Aik Pipes & Poly,158,15.8,100.54,37.27,2.71,3.41,5.36,29.48,0.00,4.59,6400,10,34.45,,0.64,0.23
2867,Aplab,90.38,9.04,100.23,50.35,1.99,0.87,0.78,66.82,0.00,9.89,54610,10,9.13,-79.59,1.11,2.56
2868,Bansal Roofing,75.94,7.59,100.11,100.7,1.00,3.28,2.49,30.52,0.00,3.63,12354,10,20.94,12.66,1.32,0.16
2869,Mangalam Alloys,40.55,4.06,100.10,304.37,0.33,11.47,4.65,8.73,0.00,0.74,120000,10,54.57,-9.15,2.47,1.12
2870,Aesthetik,115.7,11.57,99.88,60.71,3.28,5.03,3.97,19.94,0.00,,1010000,10,,,1.72,0.57
2871,Popees Care,164.5,16.45,99.85,0,,-2.45,-4.04,,0.00,,4825,10,-0.46,97.87,0.61,
2872,Tree House Edu.,23.59,2.36,99.81,8.4,11.88,-3.26,-0.77,,0.00,0.49,9598,10,48.43,72.00,4.23,0.00
2873,Dutron Polymers,166.3,16.63,99.78,116.76,0.85,2.53,4.22,39.44,0.90,3.78,199,10,44.05,1150.00,0.6,0.24
2874,Nilachal Refract,49,4.9,99.76,1.05,95.20,-7.71,-3.79,,0.00,,842,10,-2.91,78.02,2.04,74.72
2875,Madhav Copper,36.75,7.35,99.75,58.56,1.70,3.36,1.24,29.69,0.00,2.43,33819,5,15.11,-73.33,2.71,0.33
2876,Mukesh Babu Fin.,142.8,14.28,99.53,17.45,5.73,5.72,8.22,16.20,0.84,0.35,508,10,408.01,314.07,0.7,0.10
2877,Press. Senstive,6.7,6.7,99.40,202.62,0.49,103.38,6.97,0.96,0.00,0.50,596573,1,13.42,-100.00,14.84,0.00
2878,Makers Labs.,168.45,16.85,99.39,108.97,0.91,-3.86,-8.73,,0.00,1.58,3207,10,106.86,27.84,0.59,0.35
2879,Alkosign,138.1,13.81,99.36,35.69,2.79,0.78,1.08,127.38,0.00,6.18,11250,10,22.33,,0.72,1.68
2880,Chart.Logistics,10,10,99.34,74.84,1.33,2.19,0.22,45.36,0.00,2.21,638085,1,4.52,-31.94,9.93,0.46
2882,Prit Nandy Comm.,68.64,6.86,99.32,72.34,1.38,3.17,2.19,31.33,0.00,1.33,63570,10,51.52,-66.67,1.45,0.02
2881,Shalimar Wires,23.23,11.62,99.32,130.84,0.76,1.34,0.31,,0.00,2.87,3262,2,8.09,910.00,4.28,2.59
2883,Arihant Academy,163.5,16.35,99.00,30.32,3.29,1.55,2.56,63.87,0.00,5.04,27200,10,32.47,,0.61,0.00
2884,Hisar Met.Inds.,182.83,18.28,98.73,242.82,0.41,5.55,10.28,17.79,0.55,1.64,16660,10,111.44,-18.87,0.54,1.34
2885,Yaari Digital,9.82,4.91,98.63,-0.22,-448.15,-21.39,-2.13,,0.00,,73907,2,-23.28,21.19,10.04,
2886,Deepak,90.75,9.08,98.59,50.4,1.96,6.63,6.1,14.87,0.00,2.31,4800,10,39.25,,1.09,0.04
2887,T & I Global,194.3,19.43,98.47,134.5,0.74,7.09,13.99,13.89,0.00,1.18,36252,10,165.2,175.00,0.51,0.00
2888,James Warren Tea,265.2,26.52,98.12,123.39,0.80,13.13,35.49,7.47,0.00,1.14,1917,10,232.35,219.02,0.37,0.00
2889,Saboo Sodium,23.36,2.34,98.05,55,1.78,2.36,0.56,41.55,0.00,2.11,150644,10,11.09,215.61,4.2,0.38
2890,Global Pet Indus,100.1,10.01,97.97,39.15,2.51,2.06,2.1,53.83,0.00,4.01,313500,10,24.97,60.76,0.98,0.00
2891,Sambhaav Media,5.12,5.12,97.85,42.46,2.30,2.24,0.12,35.16,0.00,1.18,63553,1,4.36,-106.82,19.11,0.16
2892,Tera Software,78.06,7.81,97.67,89.89,1.09,5.39,4.31,17.38,0.00,0.87,45401,10,89.91,59.30,1.25,0.30
2893,Remi Edelstahl,88.81,8.88,97.53,118.91,0.82,2.41,2.19,40.47,0.00,2.24,4459,10,39.57,-87.26,1.1,0.70
2894,Vippy Spinpro,166,16.6,97.44,255.4,0.38,6.07,10.34,16.05,0.00,1.28,152,10,129.56,-33.81,0.59,0.82
2895,Guj. Containers,172.1,17.21,97.24,150.25,0.64,9.22,16.32,10.55,0.87,2.22,500,10,77.38,24.00,0.56,0.57
2896,BLB,18.39,18.39,97.22,510.98,0.19,9.04,1.71,10.75,0.00,1.01,74124,1,18.22,468.22,5.29,0.00
2897,Reliable Data,94.2,9.42,97.21,86.87,1.12,5.57,4.67,19.91,0.07,1.98,3667,10,47.6,-16.18,1.03,0.78
2898,Lesha Industries,3.39,3.39,96.95,17.55,5.52,1.04,0.04,93.22,0.00,3.81,234166,1,0.89,-66.67,28.6,0.82
2899,Sangam Finserv,103.95,10.4,96.91,19.04,5.08,8.26,8.86,11.73,0.00,0.76,641,10,136.37,71.09,0.93,0.21
2900,MILGREY FIN.&INV,44.93,4.49,96.78,0.12,805.00,0.36,0.12,268.83,0.00,2.81,2253,10,15.99,15.79,2.15,0.81
2901,Mohite Industrie,48.13,4.81,96.74,155.24,0.62,4.74,2.36,20.41,0.00,0.87,1835,10,55.19,536.36,2.01,1.21
2902,NRB Indl Bearing,39.89,19.95,96.73,70.08,1.38,-27.79,-11.47,,0.00,,101180,2,-14.96,-9.65,2.42,
2903,Archit Organosys,47.13,4.71,96.71,113.19,0.85,3.28,1.6,128.95,1.06,1.51,4294,10,31.26,489.13,2.05,0.41
2904,Simbhaoli Sugar,23.37,2.34,96.47,1191.72,0.08,-15.66,-3.69,,0.00,,93801,10,-31.79,-140.34,4.13,
2905,HB Portfolio,89.44,8.94,96.28,57.94,1.67,9.53,8.84,10.11,1.12,0.34,6868,10,265.57,128.95,1.08,0.00
2906,Futuristic Solu,91.95,9.2,96.27,3.04,31.76,1.37,1.31,70.27,1.09,6.29,637,10,14.63,-105.43,1.05,0.00
2907,Orient Press,96.2,9.62,96.20,165.81,0.58,-1.17,-1.17,,0.00,1.41,10142,10,68.15,-179.17,1,0.99
2908,Filtra Consult.,87.7,8.77,96.15,99.72,0.97,3.57,3.25,27.55,2.57,4.07,2000,10,21.57,-26.21,1.1,0.00
2909,Scoobee Garments,71.21,7.12,96.13,35.96,2.67,2.72,2.01,35.34,0.00,27.95,2046,10,2.55,129.33,1.35,15.69
2910,Elegant Marbles,262.4,26.24,96.04,33.11,2.93,4.53,12.38,21.15,1.05,0.74,835,10,353.63,461.90,0.37,0.00
2911,Porwal Auto Comp,63.49,6.35,95.87,142.22,0.67,3.69,2.44,25.98,0.00,1.52,26804,10,41.91,-55.17,1.51,0.10
2912,Deem Roll,114.95,11.5,95.84,100.83,0.95,7.81,9.37,12.27,0.00,1.14,12000,10,101.06,8.60,0.83,0.27
2913,Quicktouch Tech,165.4,16.54,95.60,122.02,0.79,6.77,11.71,14.12,0.00,1.15,24000,10,143.69,43.59,0.58,0.28
2914,Associated Cera.,317.7,31.77,95.47,41.52,2.30,2.38,7.92,40.80,0.00,4.45,666,10,71.41,338.78,0.3,0.33
2915,Modulex Const.,13.76,1.38,95.22,0,,7.12,1.01,13.39,0.00,0.34,250447,10,39.99,1793.94,6.92,0.02
2916,One Global Serv,134,13.4,95.14,64.05,1.49,7.88,11.09,12.07,0.00,6.61,3892,10,20.27,-55.67,0.71,0.02
2917,Sameera Agro,79.85,7.99,95.10,182.14,0.52,10.72,9,8.87,0.00,1.03,11200,10,77.36,-45.09,1.19,0.03
2918,Healthy Life,38.3,3.83,95.03,132.95,0.71,2.51,1.14,37.86,0.00,3.13,50000,10,12.23,383.72,2.48,0.09
2919,Expo Gas Contain,41.4,10.35,94.38,74.86,1.26,0.69,0.34,136.78,0.00,3.72,58060,4,11.13,281.25,2.28,1.93
2920,Titan Securities,37.7,3.77,94.33,8.22,11.47,10.28,4.11,9.18,0.00,1.06,11223,10,35.67,83.12,2.5,0.00
2921,Daikaffil Chem,157,15.7,94.20,0,,-1.77,-2.95,,0.00,8.94,4901,10,17.57,68.42,0.6,0.00
2922,Madhucon Project,12.76,12.76,94.16,1189.61,0.08,-50.99,-4.76,,0.00,,43065,1,-203.64,-50.79,7.38,
2923,Welcast Steels,1470,147,94.08,96.08,0.92,4.09,64.09,23.00,0.17,2.33,102,10,631.62,-142.96,0.06,0.00
2924,Polylink Poly.,42.52,8.5,94.02,82.41,1.14,2.33,1.05,40.35,0.00,3.38,62010,5,12.58,11.39,2.21,0.07
2925,Cinevista,16.34,8.17,93.87,0.46,203.89,-6.26,-1.09,,0.00,1.14,34018,2,14.3,20.30,5.74,0.19
2926,Real Touch Fin,73.95,7.4,93.86,20.54,4.57,2.77,2.18,33.88,0.00,2.24,36,10,32.96,96.23,1.27,3.33
2927,Minal Industries,4.89,2.45,93.84,44.37,2.11,-0.09,-0.08,32.93,0.00,1.76,14141,2,2.78,118.78,19.19,0.25
2928,Tayo Rolls,91.39,9.14,93.77,0,,-3.24,-3.16,,0.00,,3353,10,-475.05,3.75,1.03,
2929,Aarvee Denims,39.96,4,93.75,87.89,1.07,-3.45,-1.47,,0.00,5.45,45544,10,7.33,449.54,2.35,16.14
2930,Ganga Forging,6.95,6.95,93.69,35.87,2.61,0.63,0.05,148.71,0.00,2.97,238555,1,2.34,1100.00,13.48,0.32
2931,Jeevan Scienti.,60.48,6.05,93.62,42.14,2.22,-0.8,-0.47,,0.00,1.93,22417,10,31.29,241.10,1.55,0.28
2932,Delta Manufact.,86.2,8.62,93.54,83.01,1.13,-10.77,-9.93,,0.00,3.48,12064,10,24.75,0.34,1.09,1.48
2933,Silkflex,80.5,8.05,93.44,59.58,1.57,3.93,4.84,23.78,0.00,,6000,10,,,1.16,1.38
2934,Varanium Cloud,23,4.6,93.20,383.36,0.24,82.45,18.57,1.13,6.52,,208000,5,,115.59,4.05,
2935,Karma Energy Ltd,80.4,8.04,93.02,11.25,8.29,0.77,0.67,157.66,0.00,2.42,9430,10,33.22,153.45,1.16,0.03
2936,Aimco Pesticides,97.06,9.71,93.01,201.19,0.46,-5.61,-5.85,,1.03,2.66,4166,10,36.55,59.53,0.96,0.53
2937,Seya Industries,34.97,3.5,92.92,8.67,10.73,-2.61,-0.98,,0.00,0.11,0,10,311.48,70.27,2.66,0.93
2938,Skyline Millars,23.07,23.07,92.80,0,,-0.77,-0.19,,0.00,3.75,6005,1,6.16,5.26,4.02,0.00
2939,AVSL Industries,174.05,17.41,92.79,137.35,0.67,2.24,4.2,38.82,0.00,2.63,0,10,66.22,286.96,0.53,0.99
2940,Diligent Media,7.88,7.88,92.75,11.15,8.32,137.13,11.65,17.37,0.00,,59015,1,-21.87,-98.05,11.77,
2941,Astal Lab,94.29,9.43,92.69,35.43,2.61,2.77,3.36,33.46,0.00,3.97,7889,10,23.74,201.79,0.98,0.01
2942,Hariyana Ship,150.1,15.01,92.61,92.39,1.01,6.93,11.24,13.36,0.00,0.64,8323,10,235.38,475.00,0.62,0.10
